Year,PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
2022-23,MACHINE TOOLS                                     ,SPAIN,NA,null,28.83
2022-23,MACHINE TOOLS                                     ,SRI LANKA DSR,NA,null,0.05
2022-23,MACHINE TOOLS                                     ,SUDAN,NA,null,0
2022-23,MACHINE TOOLS                                     ,SWAZILAND,NA,null,0.02
2022-23,MACHINE TOOLS                                     ,SWEDEN,NA,null,7.78
2022-23,MACHINE TOOLS                                     ,SWITZERLAND,NA,null,49.9
2022-23,MACHINE TOOLS                                     ,TAIWAN,NA,null,183.88
2022-23,MACHINE TOOLS                                     ,TANZANIA REP,NA,null,0.07
2022-23,MACHINE TOOLS                                     ,THAILAND,NA,null,44.1
2022-23,MACHINE TOOLS                                     ,TUNISIA,NA,null,0.14
2022-23,MACHINE TOOLS                                     ,TURKEY,NA,null,13.51
2022-23,MACHINE TOOLS                                     ,U ARAB EMTS,NA,null,21.93
2022-23,MACHINE TOOLS                                     ,U K,NA,null,36.56
2022-23,MACHINE TOOLS                                     ,U S A,NA,null,153.31
2022-23,MACHINE TOOLS                                     ,UGANDA,NA,null,0.06
2022-23,MACHINE TOOLS                                     ,UKRAINE,NA,null,0.18
2022-23,MACHINE TOOLS                                     ,UNSPECIFIED,NA,null,0.53
2022-23,MACHINE TOOLS                                     ,VIETNAM SOC REP,NA,null,3.62
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ALGERIA,NA,null,0.09
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ANGOLA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ARGENTINA,NA,null,0.37
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",AUSTRALIA,NA,null,1.02
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",AUSTRIA,NA,null,29.25
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",AZERBAIJAN,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BAHARAIN IS,NA,null,0.08
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BANGLADESH PR,NA,null,19.98
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BELARUS,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BELGIUM,NA,null,48.55
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BHUTAN,NA,null,0.02
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BOSNIA-HRZGOVIN,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BOTSWANA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BRAZIL,NA,null,19.01
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",BULGARIA,NA,null,0.61
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",CAMBODIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",CANADA,NA,null,9.48
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",CHILE,NA,null,0.02
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",CHINA P RP,NA,null,1802.04
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",COLOMBIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",COSTA RICA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",CROATIA,NA,null,0.42
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",CYPRUS,NA,null,0.01
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",CZECH REPUBLIC,NA,null,8.96
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",DENMARK,NA,null,12.38
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",DOMINIC REP,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",DOMINICA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ECUADOR,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",EGYPT A RP,NA,null,0.11
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ESTONIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ETHIOPIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",FINLAND,NA,null,6.33
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",FRANCE,NA,null,61.49
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",GEORGIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",GERMANY,NA,null,282.97
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",GREECE,NA,null,0.34
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",GRENADA,NA,null,0.21
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",HONG KONG,NA,null,10.74
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",HUNGARY,NA,null,1.12
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",INDONESIA,NA,null,87.51
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",IRAN,NA,null,0.39
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",IRELAND,NA,null,1.18
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ISRAEL,NA,null,8.1
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ITALY,NA,null,156.89
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",JAMAICA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",JAPAN,NA,null,150.95
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",JORDAN,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",KAZAKHSTAN,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",KENYA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",KOREA DP RP,NA,null,0.05
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",KOREA RP,NA,null,242.48
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",KUWAIT,NA,null,0.03
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",LATVIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",LEBANON,NA,null,0.21
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",LIBERIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",LIECHTENSTEIN,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",LITHUANIA,NA,null,0.33
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",LUXEMBOURG,NA,null,2.04
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MACAO,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MACEDONIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MALAYSIA,NA,null,42.76
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MALDIVES,NA,null,0.01
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MALI,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MALTA,NA,null,0.21
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MAURITANIA,NA,null,0.09
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MAURITIUS,NA,null,0.01
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MEXICO,NA,null,4.69
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MOROCCO,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",MYANMAR,NA,null,0.18
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",NEPAL,NA,null,0.02
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",NETHERLAND,NA,null,30.2
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",NETHERLANDANTIL,NA,null,0.13
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",NEW CALEDONIA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",NEW ZEALAND,NA,null,3.24
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",NIGERIA,NA,null,0.01
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",NORWAY,NA,null,0.57
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",OMAN,NA,null,0.09
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",PANAMA REPUBLIC,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",PAPUA N GNA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",PERU,NA,null,0.05
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",PHILIPPINES,NA,null,0.81
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",POLAND,NA,null,10.91
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",PORTUGAL,NA,null,0.06
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",PUERTO RICO,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",QATAR,NA,null,0.02
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ROMANIA,NA,null,2.52
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",RUSSIA,NA,null,0.34
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",RWANDA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SAMOA,NA,null,0.3
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SAUDI ARAB,NA,null,13.81
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SENEGAL,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SERBIA,NA,null,0.09
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SEYCHELLES,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SINGAPORE,NA,null,69.1
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SLOVAK REP,NA,null,1.21
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SLOVENIA,NA,null,9.55
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SOUTH AFRICA,NA,null,1.97
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SOUTH SUDAN,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SPAIN,NA,null,21.36
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SRI LANKA DSR,NA,null,2.98
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SWAZILAND,NA,null,0.01
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SWEDEN,NA,null,20.92
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",SWITZERLAND,NA,null,10.34
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",TAIWAN,NA,null,21.11
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",TANZANIA REP,NA,null,0.01
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",THAILAND,NA,null,665.63
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",TOKELAU IS,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",TRINIDAD,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",TUNISIA,NA,null,0.03
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",TURKEY,NA,null,19.46
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",U ARAB EMTS,NA,null,15.34
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",U K,NA,null,134.97
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",U S A,NA,null,164.07
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",UGANDA,NA,null,0
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",UKRAINE,NA,null,0.34
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",UNSPECIFIED,NA,null,0.26
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",VIETNAM SOC REP,NA,null,41.39
2022-23,"AC, REFRIGERATION MACHNRY ETC                     ",ZAMBIA,NA,null,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ALGERIA,KGS,944,0.05
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ANGOLA,KGS,135,0.03
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ANGUILLA,KGS,22,0.01
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ARGENTINA,KGS,2005,0.26
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ARMENIA,KGS,7,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",AUSTRALIA,KGS,191503,3.75
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",AUSTRIA,KGS,63524,5.32
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",AZERBAIJAN,KGS,77,0.01
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BAHARAIN IS,KGS,365,0.01
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BANGLADESH PR,KGS,11846,0.08
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BELGIUM,KGS,638749,18.1
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BOLIVIA,KGS,20,0.02
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BOSNIA-HRZGOVIN,KGS,6121,0.04
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BOTSWANA,KGS,15,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BR VIRGN IS,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BRAZIL,KGS,158110,5.16
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BRUNEI,KGS,9467,0.19
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BULGARIA,KGS,22214,0.74
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",BURUNDI,KGS,10,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CAMBODIA,KGS,1954,0.02
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CAMEROON,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CANADA,KGS,172458,11.33
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CHILE,KGS,3595,0.06
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CHINA P RP,KGS,55159229,397.47
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",COLOMBIA,KGS,4264,0.05
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CONGO D. REP.,KGS,3,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CONGO P REP,KGS,7,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",COSTA RICA,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",COTE D' IVOIRE,KGS,50,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CROATIA,KGS,24746,0.22
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CYPRUS,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",CZECH REPUBLIC,KGS,81217,3.47
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",DENMARK,KGS,108005,5.93
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ECUADOR,KGS,214,0.04
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",EGYPT A RP,KGS,32744,0.24
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",EL SALVADOR,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ESTONIA,KGS,330,0.03
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",FINLAND,KGS,378820,13.71
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",FRANCE,KGS,214123,21.22
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",GERMANY,KGS,6923777,196.94
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",GHANA,KGS,1,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",GREECE,KGS,49187,0.13
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",GUINEA,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",HONG KONG,KGS,121106,6.41
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",HUNGARY,KGS,20807,0.9
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ICELAND,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",INDONESIA,KGS,390153,4.31
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",IRAN,KGS,121,0.03
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",IRAQ,KGS,35,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",IRELAND,KGS,20966,0.75
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ISRAEL,KGS,148810,4.05
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ITALY,KGS,6868026,74.48
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",JAPAN,KGS,2586636,85.47
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",JORDAN,KGS,8,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",KAZAKHSTAN,KGS,11,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",KENYA,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",KOREA DP RP,KGS,22,0.01
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",KOREA RP,KGS,1953465,53.76
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",KUWAIT,KGS,2664,0.09
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",LATVIA,KGS,55,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",LIECHTENSTEIN,KGS,2,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",LITHUANIA,KGS,3036,0.38
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",LUXEMBOURG,KGS,4865,0.44
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MACAO,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MACEDONIA,KGS,327,0.01
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MADAGASCAR,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MALAYSIA,KGS,376451,7.28
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MALDIVES,KGS,31,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MALTA,KGS,1211,0.1
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MAURITIUS,KGS,6,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MEXICO,KGS,12100,0.73
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MOROCCO,KGS,1139,0.02
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",MYANMAR,KGS,6,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",NAMIBIA,KGS,24,0.05
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",NEPAL,KGS,560,0.01
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",NETHERLAND,KGS,865003,26.01
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",NETHERLANDANTIL,KGS,50,0.02
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",NEW ZEALAND,KGS,1044,0.09
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",NIGERIA,KGS,3976,0.09
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",NORWAY,KGS,992,0.42
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",OMAN,KGS,5687,0.08
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",PAPUA N GNA,KGS,0,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",PARAGUAY,KGS,5,0
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",PERU,KGS,3520,0.12
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",PHILIPPINES,KGS,18978,0.56
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",POLAND,KGS,46668,4.14
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",PORTUGAL,KGS,2860,0.2
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",QATAR,KGS,5426,0.18
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",ROMANIA,KGS,110096,2.94
2022-23,"ATM, INJCTNG MLDING MCHNRY ETC                    ",RUSSIA,KGS,49488,1.06
